State,Total Medicaid Enrollees,Total Medicaid Enrollment in Any Type of Managed Care,Medicaid Enrollment in Comprehensive Managed Care,Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs,Year,combined
Louisiana,1985537.0,1839327.0,1694452.0,728952.0,2022,"State: Louisiana, Year: 2022, Total Medicaid Enrollees: 1985537.0, Medicaid Enrollment in Managed Care: 1839327.0, Medicaid Enrollment in Comprehensive Managed Care: 1694452.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 728952.0"
Maine,393783.0,345429.0,0.0,0.0,2022,"State: Maine, Year: 2022, Total Medicaid Enrollees: 393783.0, Medicaid Enrollment in Managed Care: 345429.0, Medicaid Enrollment in Comprehensive Managed Care: 0.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Maryland,1734624.0,1496250.0,1496250.0,430370.0,2022,"State: Maryland, Year: 2022, Total Medicaid Enrollees: 1734624.0, Medicaid Enrollment in Managed Care: 1496250.0, Medicaid Enrollment in Comprehensive Managed Care: 1496250.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 430370.0"
Massachusetts,2091955.0,1387657.0,848004.0,187809.0,2022,"State: Massachusetts, Year: 2022, Total Medicaid Enrollees: 2091955.0, Medicaid Enrollment in Managed Care: 1387657.0, Medicaid Enrollment in Comprehensive Managed Care: 848004.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 187809.0"
Michigan,3092404.0,3074187.0,3074159.0,782520.0,2022,"State: Michigan, Year: 2022, Total Medicaid Enrollees: 3092404.0, Medicaid Enrollment in Managed Care: 3074187.0, Medicaid Enrollment in Comprehensive Managed Care: 3074159.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 782520.0"
Minnesota,1348563.0,1168879.0,1180108.0,272666.0,2022,"State: Minnesota, Year: 2022, Total Medicaid Enrollees: 1348563.0, Medicaid Enrollment in Managed Care: 1168879.0, Medicaid Enrollment in Comprehensive Managed Care: 1180108.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 272666.0"
Mississippi,858687.0,367137.0,365169.0,129351.0,2022,"State: Mississippi, Year: 2022, Total Medicaid Enrollees: 858687.0, Medicaid Enrollment in Managed Care: 367137.0, Medicaid Enrollment in Comprehensive Managed Care: 365169.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 129351.0"
Missouri,1278851.0,1016503.0,1016515.0,196572.0,2022,"State: Missouri, Year: 2022, Total Medicaid Enrollees: 1278851.0, Medicaid Enrollment in Managed Care: 1016503.0, Medicaid Enrollment in Comprehensive Managed Care: 1016515.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 196572.0"
Montana,289659.0,243475.0,0.0,0.0,2022,"State: Montana, Year: 2022, Total Medicaid Enrollees: 289659.0, Medicaid Enrollment in Managed Care: 243475.0, Medicaid Enrollment in Comprehensive Managed Care: 0.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Nebraska,374783.0,373534.0,373492.0,73575.0,2022,"State: Nebraska, Year: 2022, Total Medicaid Enrollees: 374783.0, Medicaid Enrollment in Managed Care: 373534.0, Medicaid Enrollment in Comprehensive Managed Care: 373492.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 73575.0"
Nevada,923168.0,839650.0,698726.0,309929.0,2022,"State: Nevada, Year: 2022, Total Medicaid Enrollees: 923168.0, Medicaid Enrollment in Managed Care: 839650.0, Medicaid Enrollment in Comprehensive Managed Care: 698726.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 309929.0"
New Hampshire,256087.0,236926.0,236926.0,88966.0,2022,"State: New Hampshire, Year: 2022, Total Medicaid Enrollees: 256087.0, Medicaid Enrollment in Managed Care: 236926.0, Medicaid Enrollment in Comprehensive Managed Care: 236926.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 88966.0"
New Jersey,2022155.0,1950681.0,2019216.0,741398.0,2022,"State: New Jersey, Year: 2022, Total Medicaid Enrollees: 2022155.0, Medicaid Enrollment in Managed Care: 1950681.0, Medicaid Enrollment in Comprehensive Managed Care: 2019216.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 741398.0"
New Mexico,984008.0,814749.0,814749.0,270613.0,2022,"State: New Mexico, Year: 2022, Total Medicaid Enrollees: 984008.0, Medicaid Enrollment in Managed Care: 814749.0, Medicaid Enrollment in Comprehensive Managed Care: 814749.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 270613.0"
New York,7589766.0,5889363.0,5640784.0,4591341.0,2022,"State: New York, Year: 2022, Total Medicaid Enrollees: 7589766.0, Medicaid Enrollment in Managed Care: 5889363.0, Medicaid Enrollment in Comprehensive Managed Care: 5640784.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 4591341.0"
North Carolina,2804306.0,2245044.0,1700679.0,0.0,2022,"State: North Carolina, Year: 2022, Total Medicaid Enrollees: 2804306.0, Medicaid Enrollment in Managed Care: 2245044.0, Medicaid Enrollment in Comprehensive Managed Care: 1700679.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
North Dakota,133631.0,95076.0,36865.0,36680.0,2022,"State: North Dakota, Year: 2022, Total Medicaid Enrollees: 133631.0, Medicaid Enrollment in Managed Care: 95076.0, Medicaid Enrollment in Comprehensive Managed Care: 36865.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 36680.0"
Northern Mariana Islands,0.0,0.0,0.0,0.0,2022,"State: Northern Mariana Islands, Year: 2022, Total Medicaid Enrollees: 0.0, Medicaid Enrollment in Managed Care: 0.0, Medicaid Enrollment in Comprehensive Managed Care: 0.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Ohio,3425876.0,2962997.0,2962985.0,909685.0,2022,"State: Ohio, Year: 2022, Total Medicaid Enrollees: 3425876.0, Medicaid Enrollment in Managed Care: 2962997.0, Medicaid Enrollment in Comprehensive Managed Care: 2962985.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 909685.0"
Oklahoma,1273948.0,824413.0,713.0,0.0,2022,"State: Oklahoma, Year: 2022, Total Medicaid Enrollees: 1273948.0, Medicaid Enrollment in Managed Care: 824413.0, Medicaid Enrollment in Comprehensive Managed Care: 713.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Oregon,1393623.0,1265779.0,1265779.0,602315.0,2022,"State: Oregon, Year: 2022, Total Medicaid Enrollees: 1393623.0, Medicaid Enrollment in Managed Care: 1265779.0, Medicaid Enrollment in Comprehensive Managed Care: 1265779.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 602315.0"
Pennsylvania,3534344.0,3484439.0,3288966.0,1297110.0,2022,"State: Pennsylvania, Year: 2022, Total Medicaid Enrollees: 3534344.0, Medicaid Enrollment in Managed Care: 3484439.0, Medicaid Enrollment in Comprehensive Managed Care: 3288966.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 1297110.0"
Puerto Rico,1597058.0,1594058.0,1594058.0,600145.0,2022,"State: Puerto Rico, Year: 2022, Total Medicaid Enrollees: 1597058.0, Medicaid Enrollment in Managed Care: 1594058.0, Medicaid Enrollment in Comprehensive Managed Care: 1594058.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 600145.0"
Rhode Island,357304.0,351133.0,300893.0,106042.0,2022,"State: Rhode Island, Year: 2022, Total Medicaid Enrollees: 357304.0, Medicaid Enrollment in Managed Care: 351133.0, Medicaid Enrollment in Comprehensive Managed Care: 300893.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 106042.0"
South Carolina,1550759.0,1060312.0,1045650.0,0.0,2022,"State: South Carolina, Year: 2022, Total Medicaid Enrollees: 1550759.0, Medicaid Enrollment in Managed Care: 1060312.0, Medicaid Enrollment in Comprehensive Managed Care: 1045650.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
South Dakota,149096.0,104455.0,0.0,0.0,2022,"State: South Dakota, Year: 2022, Total Medicaid Enrollees: 149096.0, Medicaid Enrollment in Managed Care: 104455.0, Medicaid Enrollment in Comprehensive Managed Care: 0.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Tennessee,1817119.0,1697632.0,1697632.0,0.0,2022,"State: Tennessee, Year: 2022, Total Medicaid Enrollees: 1817119.0, Medicaid Enrollment in Managed Care: 1697632.0, Medicaid Enrollment in Comprehensive Managed Care: 1697632.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Texas,5543480.0,5328691.0,5295360.0,0.0,2022,"State: Texas, Year: 2022, Total Medicaid Enrollees: 5543480.0, Medicaid Enrollment in Managed Care: 5328691.0, Medicaid Enrollment in Comprehensive Managed Care: 5295360.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Utah,477832.0,449492.0,396559.0,83116.0,2022,"State: Utah, Year: 2022, Total Medicaid Enrollees: 477832.0, Medicaid Enrollment in Managed Care: 449492.0, Medicaid Enrollment in Comprehensive Managed Care: 396559.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 83116.0"
Vermont,199989.0,134347.0,134337.0,57962.0,2022,"State: Vermont, Year: 2022, Total Medicaid Enrollees: 199989.0, Medicaid Enrollment in Managed Care: 134347.0, Medicaid Enrollment in Comprehensive Managed Care: 134337.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 57962.0"
Virgin Islands,0.0,0.0,0.0,0.0,2022,"State: Virgin Islands, Year: 2022, Total Medicaid Enrollees: 0.0, Medicaid Enrollment in Managed Care: 0.0, Medicaid Enrollment in Comprehensive Managed Care: 0.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Virginia,1978005.0,1794045.0,1794045.0,61567.0,2022,"State: Virginia, Year: 2022, Total Medicaid Enrollees: 1978005.0, Medicaid Enrollment in Managed Care: 1794045.0, Medicaid Enrollment in Comprehensive Managed Care: 1794045.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 61567.0"
Washington,2229539.0,1894623.0,1894623.0,810527.0,2022,"State: Washington, Year: 2022, Total Medicaid Enrollees: 2229539.0, Medicaid Enrollment in Managed Care: 1894623.0, Medicaid Enrollment in Comprehensive Managed Care: 1894623.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 810527.0"
West Virginia,660068.0,589322.0,521017.0,214921.0,2022,"State: West Virginia, Year: 2022, Total Medicaid Enrollees: 660068.0, Medicaid Enrollment in Managed Care: 589322.0, Medicaid Enrollment in Comprehensive Managed Care: 521017.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 214921.0"
Wisconsin,1593772.0,1162594.0,1106248.0,0.0,2022,"State: Wisconsin, Year: 2022, Total Medicaid Enrollees: 1593772.0, Medicaid Enrollment in Managed Care: 1162594.0, Medicaid Enrollment in Comprehensive Managed Care: 1106248.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Wyoming,83379.0,0.0,0.0,0.0,2022,"State: Wyoming, Year: 2022, Total Medicaid Enrollees: 83379.0, Medicaid Enrollment in Managed Care: 0.0, Medicaid Enrollment in Comprehensive Managed Care: 0.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
